text	tags
Tasks	O
 	O
Lead	O
strategic	B-res_skill
planning	I-res_skill
,	O
implementation	B-res_skill
management	O
,	O
status	O
updates	O
,	O
risk	B-res_skill
management	I-res_skill
and	O
 	O
monitoring	O
&	O
evaluation	O
of	O
revenue	O
mobilization	O
interventions	O
and	O
activities	O
.	O

Define	B-res_skill
,	O
plan	B-res_skill
and	O
project	B-res_skill
manage	I-res_skill
activities	O
in	O
coordination	O
with	O
colleagues	O
and	O
stakeholders	O
.	O

Develop	B-res_skill
and	O
execute	B-res_skill
key	O
project	O
deliverables	O
independently	O
to	O
meet	O
deadlines	O
.	O

Comply	O
with	O
regular	O
reporting	B-res_skill
,	O
monitoring	B-res_skill
and	O
evaluation	B-res_skill
requirements	O
as	O
established	O
,	O
and	O
 	O
amended	O
from	O
time	O
-	O
to	O
-	O
time	O
,	O
by	O
the	O
PARTNER	O
leadership	O
and	O
project	O
management	O
team	O
.	O

Any	O
other	O
duties	O
as	O
assigned	O
by	O
the	O
project	O
leadership	B-res_skill
.	O

Required	O
Qualifications	O
and	O
Experience	O
 	O
Candidates	O
must	O
have	O
:	O
 	O
Education	O
:	O
Bachelor	B-edu_level
in	O
a	O
relevant	O
field	O

Public	O
Policy	O
,	O
Economics	O
,	O
Finance	O
and/or	O
 	O
Management	O
)	O
 	O
Experience	O
:	O

Possess	O
excellent	O
interpersonal	B-res_skill
skills	I-res_skill
and	O
be	O
able	O
to	O
build	O
the	O
trust	O
,	O
consensus	O
and	O
respect	O
 	O
required	O
for	O
good	O
working	O
relationships	O
with	O
colleagues	O
and	O
stakeholders	O
while	O
proactively	O
 	O
managing	O
such	O
relationships	O
to	O
prevent	O
conflicts	O
.	O

Be	O
able	O
to	O
demonstrate	O
strong	O
problem	O
solving	O
and	O
troubleshooting	B-res_skill
skills	I-res_skill
with	O
experience	O
 	O

Be	O
able	O
to	O
demonstrate	O
strong	O
oral	O
and	O
written	O
communication	O
skills	O
in	O
English	B-res_skill
,	O
including	O
being	O
:	O
 	O

Have	O
excellent	O
organizational	B-res_skill
skills	I-res_skill
and	O
the	O
ability	O
to	O
:	O
 	O

Be	O
interested	O
and	O
willing	O
to	O
continue	O
to	O
learn	O
about	O
government	O
finance	O
,	O
efficiency	O
,	O
and	O
trade	O
 	O
and	O
stay	O
abreast	O
of	O
recent	O
developments	O
along	O
with	O
a	O
strong	O
motivation	O
to	O
work	O
in	O
public	O
policy	O
 	O
and	O
national	O
economic	O
development	O
initiatives	O
 	O
Be	O
able	O
to	O
seek	O
and	O
use	O
feedback	O
to	O
continuously	O
improve	O
work	O
and	O
outputs	O
 	O

Desired	O
Qualifications	O
,	O
Experience	O
,	O
Skills	O
and	O
Personal	O
Attributes	O
 	O
Preference	O
may	O
be	O
given	O
to	O
candidates	O
who	O
additionally	O
:	O
 	O
Holds	O
a	O
post	B-edu_level
-	I-edu_level
graduate	I-edu_level
qualification	O
in	O
a	O
related	O
field	O
 	O

The	B-company
PARTNER	I-company
Activity	O
is	O
an	O
Equal	O
Opportunity	O
Employer	O
.	O

Hayleys	O
Fibre	O
 	O
Made	O
in	O
Ceylon	O
 	O
Eco	O
Solutions	O
 	O

Monitoring	B-res_skill
operations	O
and	O
product	O
efficiencies	O
,	O
addressing	O
/	O
solving	B-res_skill
complex	O
 	O
manufacturing	O
problems	O
,	O
committing	O
to	O
plant	O
safety	O
procedures	O
and	O
promptly	O
 	O
working	O
on	O
corrective	O
and	O
preventive	O
actions	O
surrounding	O
safety	O

â¢	O

Proven	O
nearly	O
5	O
years	O
working	O
experience	O
as	O
a	O
plant	O
manager	B-title
in	O
PU	O
industry	O
 	O
with	O
an	O
in	O
-	O
depth	O
knowledge	O
in	O
Batch	O
foaming	O
process	O
,	O
Business	O
and	O
 	O
Management	O
principles	O
and	O
Good	O
understanding	O
of	O
regulatory	O
requirements	O
 	O
for	O
operating	O
plants	O
.	O

Strong	O
management	B-res_skill
skills	I-res_skill
with	O
good	B-res_skill
command	I-res_skill
and	O
ability	O
to	O
manage	B-res_skill
multiple	O
 	O
teams	O
.	O

Pay	O
and	O
benefits	O
of	O
this	O
above	O
position	O
will	O
be	O
competitive	O
and	O
the	O
 	O
rewards	O
are	O
performance	O
driven	O
as	O
Hayleysis	B-company
an	O
Equal	O
Opportunity	O
Employer	O
.	O

CREATIVE	B-company
POLYMATS	I-company
LTD	I-company
 	O
Industrial	O
Zone	O
,	O
Bujjampola	O
,	O
Dankotuwa	B-location

PERABEN	O
 	O
UNIVERSITY	B-company
OF	I-company
PERADENIYA	I-company
 	O

Monthly	O
Compensatory	O
Allowance	O
(	O
MCA	O
)	O
â	O
45	O
%	O
of	O
the	O
Basic	O
Salary	O
 	O
Qualifications	O
:	O
 	O
(	O
1	O
)	O
Should	O
possess	O
a	O
four	O
year	O
degree	B-edu_level
in	O
Agriculture	B-specialization
from	O
a	O
recognized	O
University/	O
HEI	O
 	O
with	O
not	O
less	O
than	O
two	B-no_years
(	I-no_years
2	I-no_years
)	I-no_years
years	I-no_years
of	O
field	O
experience	O
in	O
Crop	O
,	O
Husbandry	O
and/	O
or	O
 	O
Animal	O
Sciences	O
in	O
 	O
cognized	O
establishment	O
after	O
graduation	O

Note	O
:	O
 	O

Research	O
Allowance	O
35	O
%	O
of	O
the	O
Basic	O
Salary	O
 	O
Qualifications	O
:	O
 	O
(	O
1	O
)	O
Medical	B-edu_level
Degree	I-edu_level
of	O
a	O
recognized	O
University	O
with	O
at	O
least	O
three	B-no_years
(	I-no_years
3	I-no_years
)	I-no_years
years	I-no_years
'	O
experience	O
 	O
as	O
a	O
Medical	O
Practitioner	O
 	O
(	O
2	O
)	O
Age	O
limit	O
will	O
not	O
apply	O
.	O

ac.lk/jobs	O
and	O
duly	O
completed	O
application	O
along	O
with	O
the	O
photocopies	O
of	O
certificates	O
in	O
proof	O
 	O
of	O
qualifications	O
and	O
experience	O
should	O
be	O
sent	O
by	O
Registered	O
Post	O
to	O
reach	O
the	O
Senior	B-seniority
 	O
Assistant	B-seniority
Registrar	B-title
,	O
Non	O
-	O
Academic	O
Establishments	O
Division	O
,	O
University	O
of	O
Peradeniya	O
on	O
or	O
 	O
before	O
18th	O
August	O
2020	O
.	O

A	B-edu_level
/	I-edu_level
L	I-edu_level
 	O
SALES	O
 	O
MARKETING	O
 	O
EXECUTIVE	B-title
 	O
EXPERIENCE	O
 	O

SALESMAN	O
 	O
(	O
Hardware	O
Items	O
)	O
 	O

Immediate	O
Vacancies	O
at	O
 	O
JD	B-company
Constructions	I-company
 	O

Site	O
QS	O
-	O
NCT(QS	O
)	O
or	O
equivalent	O
with	O
 	O
5	B-no_years
years	I-no_years
experience	O
.	O

Technical	O
Officer	B-title
-	O
NCT	B-edu_level
(	O
Civil	O
)	O
or	O
equivalent	O
with	O
 	O
5	B-no_years
years	I-no_years
experience	O
.	O

IMMEDIATE	O
VACANCY	O
 	O
Accounts	O
Assistant	B-seniority
 	O
AAT	B-qualification
 	O
or	O
 	O
any	O
 	O
other	O
 	O
equivalent	O
 	O
qualification	O
 	O

VACANCIES	O
 	O
For	O
a	O
reputed	O
Company	O
in	O
Colombo	B-location
5	I-location
.	O

ADMINISTRATION	O
OFFICER	B-title
 	O
Should	O
be	O
able	O
to	O
handle	O
transport	B-res_skill
,	O
maintenance	B-res_skill
of	O
office	O
building	O
/	O
 	O
vehicle	O
fleet	O
and	O
able	O
to	O
handle	O
other	O
administrative	B-res_skill
work	I-res_skill
.	O

Preference	O
will	O
be	O
given	O
to	O
retired	O
service	O
personnel	O
 	O
â¢	O
Maximum	O
age	O
limit	O
-	O
58	B-no_years
years	I-no_years

â¢	O
Basic	O
Computer	B-res_skill
literacy	I-res_skill
and	O
working	O
knowledge	O
of	O
English	B-res_skill
essential	O

Negombo	B-company
South	I-company
International	I-company
School	I-company
Network	O
 	O

HR	O
Manager	O
,	O
 	O
150	B-post_number
/	I-post_number
C	I-post_number
,	O
Veyangoda	O
Road	O
,	O
Nittambuwa	B-location
 	O

TEACHERS	O
VACANCY	O
 	O
AMI	O
TEACHERS	O
 	O

MD	O
 	O

Apply	O
with	O
complete	O
curriculum	O
vitae	O
,	O
contact	O
telephone	O
number	O
and	O
 	O
names	O
and	O
addresses	O
of	O
two	O
non	O
-	O
related	O
referees	O
within	O
seven	O
days	O
of	O
 	O
this	O
advertisement	O
to	O
:	O
 	O

TRAINEE	B-seniority
QUALITY	O
CONTROLLER	B-title
(	O
MALE	B-gender
)	O
 	O
For	O
Corrugated	O
Box	O
manufacturing	O
industry	O
 	O

S.THOMAS	B-company
'	I-company
COLLEGE	I-company
 	O
BANDARAWELA	B-location
 	O
STO	O
PERPETU	O
 	O
VACANCIES	O
 	O

Retired	O
teachers	B-title
too	O
would	O
be	O
considered	O
.	O
 	O

Engineering	B-specialization
Technology	I-specialization
for	O
G.C.E.	O

(	O
A	O
/	O
L	O
)	O

TECHNICAL	O
OFFICER	B-title
 	O

JAYASINGHE	O
MAWATHA	O
,	O
KALUBOWILA	B-location
.	O

Manager	B-title
-	O
Engineering	O
 	O

Primary	O
responsibilities	O
of	O
this	O
role	O
will	O
also	O
include	O
 	O
planning	B-res_skill
and	O
execution	B-res_skill
of	O
preventive	B-res_skill
maintenance	I-res_skill
breakdowns	O
and	O
ensuring	O
 	O
that	O
the	O
equipment	O
is	O
in	O
sound	O
and	O
safe	O
working	O
condition	O
.	O

The	O
ideal	O
candidate	O
should	O
possess	O
a	O
BSc	B-edu_level
.	O

Applicants	O
should	O
be	O
familiar	O
with	O
the	O
preparation	B-res_skill
of	O
budgets	O
,	O
control	O
of	O
 	O
expenditure	O
and	O
MS	B-res_skill
Office	I-res_skill
applications	O
.	O

VACANCIES	O
 	O

Medical	O
Emergency	O
Service	O
in	O
Colombo-03	B-location
 	O
Urgently	O
needs	O
the	O
following	O
categories	O
of	O
staff	O
 	O

Forward	O
CVs	O
to	O
:	O
 	O
Managing	O
Director	O
,	O
21	B-post_number
/	I-post_number
A	I-post_number
,	O
Alfred	O
Place	O
,	O
 	O
Colombo-03	B-location
.	O

AuthenSpence	B-company
 	O
Sri	O
Lanka	O
's	O
largest	O
integrated	O
logistics	O
solutions	O
provider	O
,	O
Aitken	B-company
Spence	I-company
 	I-company
Logistics	I-company
is	O
equipped	O
to	O
cover	O
the	O
complete	O
physical	O
cargo	O
flow	O
process	O
from	O
 	O
shipper	O
to	O
recipient	O
.	O

Senior	B-seniority
Manager	B-title
-	O
Human	O
Resources	O
 	O

A	O
Post	B-edu_level
Graduate	I-edu_level
qualification	O
in	O
HR	O
and	O
an	O
Industrial	B-specialization
Relations	I-specialization
Diploma	B-edu_level
from	O
a	O
 	O
reputed	O
institute	O
will	O
be	O
considered	O
advantageous	O
.	O

A	O
minimum	O
of	O
7	B-no_years
years	I-no_years
'	O
 	O
experience	O
in	O
a	O
similar	O
capacity	O
is	O
essential	O
to	O
perform	O
this	O
role	O
.	O

Excellent	O
 	O
leadership	B-res_skill
,	O
managerial	B-res_skill
,	O
strategic	B-res_skill
thinking	I-res_skill
,	O
negotiation	B-res_skill
,	O
interpersonal	B-res_skill
and	O
 	O
communication	B-res_skill
skills	I-res_skill
and	O
sound	O
knowledge	O
of	O
labour	O
laws	O
are	O
required	O
.	O

Main	O
duties	O
and	O
responsibilities	O
include	O
:	O
 	O
Supporting	B-res_skill
the	O
subsidiary	O
strategy	O
by	O
developing	O
,	O
implementing	B-res_skill
,	O
and	O
 	O
managing	B-res_skill
initiatives	O
 	O
Working	O
with	O
business	O
leaders	O
and	O
Group	O
HR	O
to	O
identify	O
and	O
develop	O
 	O
HR	O
strategies	O
,	O
objectives	O
and	O
initiatives	O
 	O
Liaising	B-res_skill
with	O
Group	O
HR	O
to	O
drive	O
the	O
development	B-res_skill
and	O
execution	B-res_skill
of	O
 	O
programmes	O
,	O
systems	O
and	O
processes	O
 	O
Working	O
in	O
consultation	B-res_skill
with	O
Group	O
HR	O
regarding	O
employee	O
salaries	O
,	O
 	O
benefits	O
and	O
statutory	O
deductions	O
such	O
as	O
EPF	O
and	O
ETF	O
 	O
Handling	O
disciplinary	O
cases	O
,	O
industrial	O
relations	O
,	O
disputes	O
,	O
and	O
 	O
grievances	O
in	O
consultation	O
with	O
Legal	O
department	O
as	O
well	O
as	O
 	O
regulatory	O
bodies	O
 	O
Arthen	O
Spence	O
Losistics	O
 	O

Bnalholde	O
 	O
VACANCY	O
 	O
CHIEF	B-seniority
CLERK	B-title
 	O

A	O
vacancy	O
exists	O
at	O
Broadlands	O
Tea	O
 	O
Factory	O
,	O
Ginigathhena	O
for	O
the	O
role	O
of	O
Chief	O
Clerk	B-title
.	O

The	O
ideal	O
candidate	O
should	O
possess	O
an	O
adequate	O
experience	O
 	O
in	O
a	O
similar	O
capacity	O
and	O
be	O
computer	B-res_skill
literate	I-res_skill
with	O
hands	O
on	O
 	O
experience	O
in	O
accounting	O
package	O
&	O
MS	B-res_skill
Office	I-res_skill
.	O

Cook	B-title
/Caretaker	O
 	O
Wanted	O
in	O
 	O
Bandaragama	B-location
Area	O
 	O

The	B-company
British	I-company
School	I-company
 	O
in	O
Colombo	B-location
 	O
We	O
are	O
looking	O
for	O
an	O
energetic	O
,	O
self	O
-	O
motivated	O
and	O
hardworking	O
teacher	O
 	O
on	O
behalf	O
the	O
parent	O
of	O
the	O
children	O
attending	O
our	O
school	O
to	O
join	O
our	O
team	O
 	O
in	O
the	O
following	O
position	O
with	O
immediate	O
effect	O
.	O

One	O
-	O
to	O
-	O
One	O
Learning	O
Support	O
Assistant	B-title
 	O
-	O
Junior	O
School	O
â	O
 	O
-	O
 	O
Relevant	O
teaching	O
qualifications	O
and	O
experience	O
.	O

Excellent	O
communication	B-res_skill
skills	I-res_skill
.	O

Please	O
email	O
your	O
CV	O
together	O
 	O
a	O
letter	O
of	O
application	O
to	O
 	O
humanresources@britishschool.lk	O
 	O
or	O
post	O
them	O
to	O
 	O
Head	O
of	O
Human	O
Resources	O
,	O
 	O
The	B-company
British	I-company
School	I-company
in	O
Colombo	B-location
,	O
 	O

VACANCIES	O
 	O
Mercantile	B-company
Fortunes	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
,	O
the	O
pre	O
-	O
eminent	O
Flooring	O
Solutions	O
 	O
Company	O
in	O
Sri	O
Lanka	O
,	O
is	O
a	O
member	O
of	O
Mercantile	O
Investments	O
Group	O
.	O

Mercantile	B-company
Fortunes	I-company
(	I-company
Pvt	I-company
)	I-company
Ltd	I-company
,	O
incorporated	O
in	O
1996	O
,	O
is	O
engaged	O
in	O
the	O
 	O
business	O
of	O
supplying	O
high	O
quality	O
Flooring	O
Solutions	O
,	O
Solid	O
&	O
Engineered	O
 	O
Wood	O
Flooring	O
,	O
Travertine	O
,	O
Natural	O
Marble	O
and	O
Composite	O
Marble	O
&	O
Quartz	O
.	O

Senior	B-seniority
Marketing	O
Executives	B-title
 	O
Recognize	O
and	O
understand	O
trends	O
in	O
local	O
and	O
foreign	O
markets	O
.	O

Plan	B-res_skill
and	O
implement	B-res_skill
business	O
promotions	O
aimed	O
at	O
creating	O
awareness	O
 	O
and	O
market	O
penetration	O
.	O

Identify	B-res_skill
key	O
business	O
opportunities	O
through	O
professional	O
societies	O
and	O
 	O
networks	O
.	O

Maintain	B-res_skill
excellent	O
rapport	O
with	O
architects	O
and	O
interior	O
designers	O
.	O

Good	O
written	O
and	O
verbal	O
communication	O
in	O
English	B-res_skill
language	O
.	O

G.C.E.A	B-edu_level
and	O
professional	O
qualifications	O
for	O
administration	O
or	O
 	O
procurement	O
.	O

Age	O
below	O
35	B-no_years
years	I-no_years
.	O

Auto	B-res_skill
Cad	I-res_skill
Draftsmen	B-res_skill
 	O
Ability	O
to	O
do	O
site	O
visits	O
,	O
take	O
measurements	O
and	O
preparing	O
of	O
shop	O
 	O
drawings	O
.	O

A	B-edu_level
/	I-edu_level
L	I-edu_level
and	O
sufficient	O
technical	O
qualifications	O
required	O
for	O
Auto	B-res_skill
Cad	I-res_skill
 	O
draftsman	B-res_skill
 	O
Age	O
below	O
35	B-no_years
years	I-no_years
 	O
An	O
attractive	O
remuneration	O
package	O
inclusive	O
of	O
fringe	O
benefits	O
awaits	O
the	O
 	O
right	O
candidate	O
.	O

The	O
Director	O
 	O
Mercantile	B-company
 	I-company
Fortunes	I-company

Colombo	B-location
3	I-location
 	O
E	O
-	O
mail	O
:	O
flooring@mi.com.lk	O
/imports@mi.com.lk	O
 	O

POST	O
OF	O
 	O
PART	O
TIME	O
RECOVERY	O
OFFICER	B-title
 	O

Job	O
qualifications	O
:	O
 	O
Previous	O
experience	O
as	O
a	O
recovery	O
officer	O
is	O
preferred	O
 	O

Population	B-company
Services	I-company
Lanka	I-company
 	O

JOB	O
VACANCY	O
 	O

Experienced	O
OPD	O
Doctor	B-title
-	O
 	O
(	O
MBBS	B-edu_level
-	O
preferred	O
to	O
work	O
from	O
 	O
8	O
a.m.	O
to	O
4	O
p.m.	O
)	O
 	O
2	O
.	O

Pharmacist	B-title
(	O
Full	O
time	O
)	O
 	O
3	O
.	O

Radiographer	B-title
-	O
(	O
Full	O
time	O
)	O
 	O
5	O
.	O

Nursing	O
Officer	B-title
-	O
(	O
Full	O
time	O
)	O
 	O
with	O
government	O
hospital	O
experience	O

Cashier	B-title
-	O
Female	O
(	O
GCE	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
 	O
7	O
.	O

Receptionist	B-title
-	O
Female	B-gender
(	O
GCE	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
 	O
8	O
.	O

Consultation	O
Assistant	B-title
-	O
Female	B-gender
 	O
(	O
GCE	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
 	O
9	O
.	O

Office	O
Helper	B-title
-	O
with	O
driving	O
ability	O
 	O

Security	B-title
 	O
11	O
.	O

*	O
Must	O
have	O
excellent	O
communication	O
&	O
 	O
Interpersonal	B-res_skill
skills	I-res_skill
 	O

HR	O
,	O
 	O
Oliviya	B-company
Hospitals	I-company

UNIVERSITY	B-company
OF	I-company
SRI	I-company
JAYAWARDENEPURA	I-company
 	O

(	O
a	O
)	O
Diploma	B-edu_level
in	O
Technology	B-specialization
of	O
the	O
Open	O
University	O
of	O
Special	O
Engineering	B-specialization
 	O
1989	O
by	O
the	O
National	O
 	O
Apprenticeship	O
Certificate	O
issued	O
 	O
Apprenticeship	O
Board	O
or	O
National	O
Diploma	B-edu_level
in	O
Technology	O
or	O
City	O
and	O
 	O
Guilds	O
Final	O
Certificate	O
in	O
the	O
field	O
of	O
Electronic	O
or	O
Power	O
,	O
together	O
with	O
 	O
one	O
year	O
experience	O
in	O
relevant	O
video	O
work	O
.	O

from	O
 	O
OR	O
 	O

OR	O
 	O
(	O
c	O
)	O
Pass	O
in	O
3	O
subjects	O
at	O
the	O
G.C.E	O
(	O
A	B-edu_level
/	I-edu_level
L	I-edu_level
)	O
Examination	O
in	O
Science	O
in	O
one	O
 	O
sitting	O
and	O
6	B-no_years
years	I-no_years
experience	O
in	O
Audio	O
Visual	O
work	O
.	O

(	O
As	O
at	O
01.01.2020	O
)	O
 	O

Applications	O
and	O
particulars	O
:	O
 	O

Registrar	O
,	O
 	O
University	B-company
of	I-company
Sri	I-company
Jayawardenepura	I-company
,	O
 	O
Gangodawila	O
,	O
Nugegoda	B-location
.	O
 	O

Immediate	O
Vacancies	O
 	O
LECTURERS	B-title
 	O
For	O
Basic	O
Degree/	O
Master	B-edu_level
/PhD	O
 	O
Degree	O
Programs	O
 	O
B.Com	B-edu_level
Business	B-specialization
Administraion	I-specialization
 	O
B.Econ	B-edu_level
Banking	B-specialization
&	I-specialization
Finance	I-specialization
 	O

English	B-specialization
 	O

TREE	O
#	O
 	O

Should	O
have	O
an	O
outgoing	O
personality	O
and	O
be	O
able	O
to	O
develop	B-res_skill
relationships	O
with	O
the	O
Local	O
 	O
Travel	O
Agents	O
,	O
Corporate	O
Customers	O
,	O
etc	O
.	O

Ability	O
to	O
independently	O
develop	B-res_skill
a	O
brand	O
&	O
marketing	O
strategies	O
and	O
effectively	O
communicate	B-res_skill
 	O
recommendations	O
to	O
senior	O
management	O
.	O

Should	O
have	O
strong	O
communication	B-res_skill
skills	I-res_skill
,	O
public	O
relations	O
,	O
planning	B-res_skill
and	O
computer	B-res_skill
literacy	I-res_skill
.	O

Food	O
&	O
Beverage	O
Manager	B-title
 	O

The	O
ideal	O
candidate	O
should	O
be	O
able	O
to	O
lead	B-res_skill
the	O
operations	O
of	O
the	O
F&B	O
Department	O
and	O
the	O
 	O
Banquet	O
area	O
to	O
ensure	O
that	O
proper	O
procedures	O
are	O
followed	O
while	O
providing	O
optimum	O
levels	O
 	O
of	O
service	O
quality	O
and	O
hospitality	O
.	O

Plan	B-res_skill
and	O
confirm	O
all	O
specific	O
requests	O
and	O
expectations	O
concerning	O
events	O
.	O

Be	O
detail	B-res_skill
oriented	I-res_skill
and	O
able	O
to	O
resolve	B-res_skill
issues	O
under	O
limited	O
time	O
constraints	O
.	O

Excellent	O
communication	O
and	O
organizational	B-res_skill
skills	I-res_skill
.	O

Following	O
candidates	O
with	O
pleasing	O
personalities	O
and	O
a	O
minimum	O
of	O
two	B-no_years
years	I-no_years
experience	O
in	O
the	O
 	O
relevant	O
field	O
in	O
star	O
category	O
hotels	O
are	O
also	O
required	O
.	O

Stewarding	O
Supervisor	B-title
 	O
Waiters	B-title
and	O
Waitress	B-title
 	O
Maintenance	O
Technician	B-title
 	O

The	B-company
Tamarind	I-company
Tree	I-company
Hotel	I-company
,	O
 	O
Residence	O
Peellawatta	O
(	O
Pvt	O
)	O
Ltd.	O

No	B-post_number
.	I-post_number
1	I-post_number

THE	O
OPEN	B-company
UNIVERSITY	I-company
OF	O
SRI	O
LANKA	O
 	O
VACANCY	O
 	O
POST	O
OF	O
LIBRARIAN	B-title
 	O
Applications	O
will	O
be	O
received	O
by	O
me	O
up	O
to	O
23.03.2020	O
from	O
suitably	O
qualified	O
persons	O
for	O
the	O
above	O
Post	O
.	O

(	O
i	O
)	O

A	O
Master	B-edu_level
Degree	O
in	O
Library	B-specialization
&	I-specialization
Information	I-specialization
Science	I-specialization
obtained	O
after	O
a	O
full	O
-	O
time	O
course	O
of	O
study	O
of	O
at	O
least	O
two	O
 	O
academic	O
years	O
duration	O
(	O
or	O
an	O
equivalent	O
part	O
-	O
time	O
course	O
of	O
study	O
)	O
with	O
a	O
research	O
component	O
by	O
way	O
of	O
 	O
thesis	O
/	O
dissertation	O
or	O
a	O
Doctoral	B-edu_level
Degree	I-edu_level
 	O

Publications	O
in	O
the	O
field	O
of	O
Library	B-specialization
and	I-specialization
Information	I-specialization
Sciences	I-specialization
 	O

Registrar	O
 	O

VACAN	O
Ð¡Ð¢ES	O
 	O
at	O
GATEWAY	B-company
 	O

The	O
ideal	O
candidate	O
should	O
:	O
 	O
â¢	O

Human	O
Resource	O
Manager	O
 	O
Gateway	O
Head	O
Office	O
 	O
6	B-post_number
,	O
Rodney	O
Street	O
,	O
Colombo	B-location
8	I-location
.	O

RAJARATA	B-company
UNIVERSITY	I-company
OF	O

â¢	O
Positions	O
:	O
Post	O
of	O
Professor	B-title
,	O
Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
11-Jan	O
,	O
Lecturer	B-title
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
FACULTY	O
OF	O
MEDICINE	O
AND	O
ALLIED	O
SCIENCES	O
 	O

Subject	O
Areas	O
-	O
Crop	O
Physiology	O
and	O
Ablotic	O
Stress	O
Management	O
 	O

Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
1	O

I/11	O
,	O
Lecturer	B-title
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
3	O
)	O
Department	O
of	O
Parasitology	O
 	O

Lecturer	B-title
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
Areas	O
of	O
Specialty	O
:	O
 	O
Functional	O
Food	O
and	O
Food	O
Toxicology	O
 	O
9	O
)	O
Department	O
of	O
Pathology	O
 	O

Lecturer	B-title
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
Food	B-specialization
Microbiology	I-specialization
.	O

Food	O
,	O
Biotechnology	B-specialization
.	O

Food	O
Nutrition	O
 	O

Lecturer	B-title
(	O
Unconfirmed	O
)	O
.	O

Lecturer	B-title
(	O
Probationary	O
)	O
 	O

Lecturer	B-title
(	O
Probationary	O
)	O
 	O
12	O
)	O
Department	O
of	O
Psychiatry	O
 	O
Areas	O
of	O
Specialty	O
:	O
 	O
Food	O
Chemistry	O
.	O

Food	O
Analysis	O
 	O

Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
1	O

Lecturer	B-title
(	O
Probationary	O
)	O
 	O
Department	O
of	O
Accountancy	O
&	O
Finance	O
 	O
Areas	O
of	O
Specialty	O
:	O
 	O
Bio	O
-	O
process	O
Technology	O
.	O

â¢	O
Positions	O
:	O
Post	O
of	O
Professor	O
,	O
Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
11-Jan	O
,	O
Lecturer	B-title
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
Department	O
of	O
Electrical	O
and	O
Electronic	O
Technology	O
 	O

Post	O
of	O
Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
1	O
/	O
II	O
,	O
Lecturer	B-title
,	O
Lecturer	B-title
(	O

Department	O
of	O
Information	O
Systems	O
 	O

â¢	O
Positions	O
:	O
Instructor	B-title
(	O
Computer	O
Technology	O
)	O

Department	O
of	O
Archaeology	O
and	O
Hleritage	O
Management	O
 	O
â¢	O
Positions	O
:	O
Post	O
of	O
Professor	B-title
,	O
Senior	B-seniority
Lecturer	B-title
,	O
Gr	O
.	O
1	O
/	O
II	O
,	O
Lecturer	B-title
 	O
(	O
Unconfirmed	O
)	O
,	O
Lecturer	B-title
(	O
Probationary	O
)	O
 	O
Incomplete	O
applications	O
,	O
applications	O
without	O
supporting	O
documents	O
(	O
degree	O
certificates	O
,	O
academic	O
transcripts	O
